"","screenName","text","retweetCount","favoriteCount","score","absolute_score","lon","lat"
"35","4Awesometweet","@FoxNews @Schwarzenegger Breaking:  California fires not a result of Global Warming.  

Truth: Fires started by hom… https://t.co/gBaQDLbBQA",2,14,-1,1,-119.4179324,36.778261
"38","4LeafHAMMER","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-119.4179324,36.778261
"40","707tat1980","With all the fires going on in California. The last 2 days, I have seen 4 idiots throw cigarettes out the window. L… https://t.co/jWF0s9BzXT",0,0,-1,1,-117.1610838,32.715738
"50","ABAServes","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",814,0,0,0,-117.1610838,32.715738
"51","ABAServes","@fox5sandiego @CAL_FIRE @CALFIRE_PIO @CALFIRE_CHIEF @CALFIRESANDIEGO @CALFIRERRU @CALFIREBDU @SDSheriff… https://t.co/KGUcLObInE",0,0,0,0,-117.1610838,32.715738
"54","Abbykat6","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",813,0,0,0,-76.5104973,43.4553461
"55","AbbySandrs","Quakes and Fires? It’s the Cost of Living That #Californians Can’t Stomach https://t.co/MB2tLG2rIR",0,0,0,0,-97.7430608,30.267153
"56","abc7newsbayarea","Southern California Edison says Cal Fire investigators are looking into the utility's equipment as a possible origi… https://t.co/GusrGsqLtD",7,3,0,0,-122.2913078,37.8271784
"58","abelstreit","""Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach"" by CONOR DOUGHERTY via NYT https://t.co/5lP4lBsBxs",0,0,0,0,-118.3505779,34.1397694
"59","ac697f3740bd4d9","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-94.6858998,46.729553
"63","AdamJamesM60","RT @HillaryClinton: If you don't live in an area that could be affected, read this to see how you can help those who do:
https://t.co/QTJRO…",2903,0,0,0,-86.7816016,36.1626638
"70","ADerricks29","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-75.1652215,39.9525839
"71","adguy1985","RT @sdutIdeas: Thank you, firefighters. Love, Southern California https://t.co/scMdKwMjFR https://t.co/ztiNp6FzWY",42,0,2,2,-87.6297982,41.8781136
"75","Aer0xcG","RT @USA_Biz: Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/LFcOVBRSpI #USA #US #USBiz",1,0,0,0,-81.1637245,33.836081
"79","AFTNM","RT @LorrettaJohnson: As wildfires rage on in California, our @aftunion brothers &amp; sisters need our help. Several AFT member families have l…",4,0,-1,1,-105.8700901,34.5199402
"81","AJ_amyjoydonut","RT @kabamur_taygeta: Time to be blunt. Her murder has been covered up for months. Many have ""disappeared"" during evacuations of recent hurr…",91,0,-2,2,-85.6811017,42.9851272
"82","AjmgamAnthony","RT @bbusa617: Jerry Brown Warns California Will Continue Burning Because ‘Climate Change’ https://t.co/DFXwrG0Quh

BROWN CALLS FIRES GLOBAL…",964,0,-1,1,-71.3824374,42.4072107
"87","Alameda_Sun","Alameda fire engines have been deployed to Southern California to help quell the fires that are ravaging the region… https://t.co/RJbbypQxSP",0,1,0,0,-122.2416355,37.7652065
"88","alan_poirier","RT @RyanMaue: Here in Atlanta, homeless crack addicts allegedly burned down the Interstate, causing hell for weeks to everyone. In Californ…",11,0,-4,4,-114.0708459,51.0486151
"93","alcazar_susan","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-83.3527097,42.36837
"94","alcazar_susan","RT @kataandkumite1: December 9:  #California #Democrat Governor Jerry Brown insisted #climatechange caused brush fires, attacked the #Trump…",12,0,1,1,-83.3527097,42.36837
"98","alfabeto","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/67BjRNhkWp #blog https://t.co/z9UBriXKqi",0,0,0,0,-95.712891,37.09024
"99","alfonsojen","""Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach"" by CONOR DOUGHERTY via NYT https://t.co/5KI5mZ93VT",0,0,0,0,-77.7794411,42.5211777
"101","AliceCoven","RT @sine_injuria: #QAnon 
#TheStorm 
#TheWhiteRabbit
#RatsOutOfHiding 
#NWO #Masonic Order #California #US &amp; #Satanic #DeepState #Energy #W…",8,0,0,0,-95.712891,37.09024
"102","AliciaStreet1","RT @RandyBaker: If you live anywhere near the fires in California please take note ... help the wild critters out! 
#Californiawildfire #oj…",17,0,-1,1,-74.2179326,43.2994285
"103","AlisonCYoung88","""Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach"" by CONOR DOUGHERTY via NYT https://t.co/9SDBxkODQU",0,0,0,0,-119.7725868,36.7468422
"111","Alt_Kali","@PressSec @POTUS why hasn't he said anything about California fires or offered help?  #whatadick",0,0,0,0,-88.0118473,41.7435073
"113","AltSanJuanIsNP","RT @AmericanForests: ""As Southern California experiences enormous wintertime fires, remember: Forest fires are natural. But the number and…",9,0,0,0,-123.0781062,48.5513671
"116","Amaond_Light","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-118.2436849,34.0522342
"117","Amastar_weather","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",814,0,0,0,-82.9000751,32.1656221
"122","American76er","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"123","AmericanHotLips","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"128","An0nRav","RT @kataandkumite1: December 9:  #California #Democrat Governor Jerry Brown insisted #climatechange caused brush fires, attacked the #Trump…",12,0,1,1,-95.712891,37.09024
"129","An0nRav","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"131","AnalizeThis","RT @Meryl333: As California burns, Congress plans to slash tax write-offs for fires and other disasters https://t.co/msQZTBhPjT",1,0,-1,1,-74.0059728,40.7127753
"139","AngelaJYoung88","""Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach"" by CONOR DOUGHERTY via NYT https://t.co/WMejld9ILF",0,0,0,0,-84.5085536,39.0836712
"140","AngelaMet67","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-74.0059728,40.7127753
"156","anutechtechnica","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-80.4967367,41.2122784
"157","AOL","Jockey calls for support after trainers rescue horses from California fires https://t.co/yEZrziXUPm",3,6,1,1,-74.0059728,40.7127753
"158","AOnek_WREG3","RT @UWCIMSS: Can weather satellites see the fires in California? Fortunately yes. Ask the @UWMadison Weather Guys. https://t.co/4kQ4MHlx8m…",4,0,1,1,-90.0489801,35.1495343
"164","arandamdphd","RT @arandamdphd: Peace- be still - is my prayer for California fires ������ still out of control. Over 50,000 without electricity- 79 homes dest…",2,0,0,0,-119.4179324,36.778261
"167","ArgotMay","California Fires: Terracotta Roof Anomaly: Microwave Assisted Combustion... https://t.co/5u8zDzaowC via @YouTube",0,0,-1,1,-120.7401385,47.7510741
"168","ArgotMay","Fires in southern california today: the skirball fire in l.a. is burning... https://t.co/VgOVbgVqjk via @YouTube",0,0,-1,1,-120.7401385,47.7510741
"169","ArgotMay","California Fires: They are burning people off the land on Purpose https://t.co/jidKxDejGb via @YouTube",0,0,-1,1,-120.7401385,47.7510741
"173","ArtmanJanet","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",813,0,0,0,-95.712891,37.09024
"177","ashleymcguire","RT @sdut: Thank you, firefighters. Love, Southern California https://t.co/vueKIMYfyB https://t.co/039uVpqxQI",109,0,2,2,-95.712891,37.09024
"182","astro_jorge","I took this picture of the fires in Southern California as we took off from LAX @oborraez @abc7anabel https://t.co/JnVYn0tMvs",1,3,0,0,-118.2711859,34.0683443
"183","AthensMarketSD","RB/Poway News: Smoke Spotted In San Diego Coming From 2 Fires In Mexico - Smoke is visible in parts of San Diego Co… https://t.co/0dxhJYErmr",0,0,-2,2,-117.1610838,32.715738
"185","Aungiexyz","RT @JoeFreedomLove: Well well well. Climate Change wasn't to blame for California fires after all! Homeless Campfire ignited fires. https:/…",30,0,2,2,-78.6568942,37.4315734
"187","AuntieVodka","RT @TruckerWifeLife: @mcaffer62 @vestonash @Lara42542 @jametteriley @JennyR8675309 @RuledByLogic @Daniellelea20 @2ndReset @CarrollQuigley1…",15,0,0,0,-74.0059728,40.7127753
"189","AutumnNAlston","RT @ninamills: Thank you Hillary for analogy the fires in #California https://t.co/vnFWK5pJ4t",1,0,1,1,-80.8431267,35.2270869
"190","AvidreaderinVA","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-78.6568942,37.4315734
"194","Axis1500","RT @consulgamer: Pokémon GO warned me about being outside during the California fires. https://t.co/bapEHtLEp0",5,0,-1,1,-74.278323,40.9173087
"195","AyanosaK","RT @kabamur_taygeta: Time to be blunt. Her murder has been covered up for months. Many have ""disappeared"" during evacuations of recent hurr…",91,0,-2,2,-99.9018131,31.9685988
"200","b5forks","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-122.4194155,37.7749295
"202","babygirlindy","Sending love, light, thoughts and prayers to everyone affected by the California fires. ������❤������❤������❤",0,0,0,0,-84.5120196,39.1031182
"207","baileykyraas","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach For many Californians, natural disasters… https://t.co/SL2oAY471H",0,0,0,0,-79.6903316,44.3893556
"211","BangYurDrum","HOW COME NO ONE IS TALKING ABOUT THE CALIFORNIA FIRES? ITS NO LONGER ON OUR NEWS FOR 2 DAYS NOW. The lack of coverage is VERY worrisome",0,0,-2,2,-123.172037,46.8103755
"214","Barbara40417778","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-99.9018131,31.9685988
"216","barbaylive","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"218","barbls23","RT @HillaryClinton: If you don't live in an area that could be affected, read this to see how you can help those who do:
https://t.co/QTJRO…",2903,0,0,0,-74.0059728,40.7127753
"219","barbpsl","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-80.3582261,27.2730492
"220","BarnesCindyhk","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach For many Californians, natural disasters… https://t.co/vSpQAkdHU2",0,0,0,0,-122.6603519,49.1041779
"223","basstransfer","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-71.3960322,42.082469
"226","BboyGator76","RT @kathyireland: We continue to seek prayers for people and wildlife impacted by fires throughout our state of California. Thank you for a…",42,0,1,1,-81.5157535,27.6648274
"229","BCBirdwatcher","@JWagstaffe Say the words: Yes, these mega fires making history and burning California to the ground are because of… https://t.co/tkB9o9PQIO",0,0,-1,1,-123.1207375,49.2827291
"231","bdarby48","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-94.1293909,39.0050073
"232","BeAccountable4u","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-97.3047051,37.7697087
"234","Beaderino1","RT @SGTreport: Folks, we need to talk about the California fires, weather weapons AND systemic pedophilia. Video coming TODAY!  #DEW #Pedog…",39,0,0,0,-99.9018131,31.9685988
"242","BeholdAmerica","RT @sine_injuria: #QAnon 
#TheStorm 
#TheWhiteRabbit
#RatsOutOfHiding 
#NWO #Masonic Order #California #US &amp; #Satanic #DeepState #Energy #W…",8,0,0,0,-119.0376023,34.2163937
"248","Bendigas","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-75.1652215,39.9525839
"249","BentleysQuest","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-117.1892078,34.2483396
"252","BertoFW17","RT @_ColeBennett_: I know this sounds super insensitive but why hasn’t anyone utilized these fires in California for a music video scene",933,0,0,0,-118.1541632,34.6867846
"254","bethhall256","It is going to happen...the sikent majority has had enough.  Even GOD has had enough..i.e. fires in California and… https://t.co/CnmwKaq3v8",0,0,1,1,-95.712891,37.09024
"255","BeverlyConserv1","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-99.9018131,31.9685988
"256","BeverlyMcCord2","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-75.561297,40.5475968
"263","BigMuscleBabe","RT @JoeFreedomLove: Well well well. Climate Change wasn't to blame for California fires after all! Homeless Campfire ignited fires. https:/…",30,0,2,2,-115.1398296,36.1699412
"269","BillofRightsKin","RT @rtoberl: Southern California fires live updates: New evacuation orders issued for Carpinteria and Montecito as... https://t.co/zqr5yaVq…",1,0,0,0,-71.3824374,42.4072107
"271","biogirl09","RT @missmayim: My home &amp; my life has been directly touched by the fires in Ventura county. My heart is with all of you who are my neighbors…",140,0,0,0,-98.4936282,29.4241219
"272","birdman8272","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"273","birdwriter7","RT @hlcoatesmusic: I join @JenaC2 in praying for the forest fires in California to stop, and for all those affected.  Woodlands are essenti…",330,0,0,0,-81.5157535,27.6648274
"279","BlackDogRanch1","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"281","blackwingbear","RT @TheVengeant: California Is Running Out of Inmates to Fight Its Fires
https://t.co/Vx1nTMIQEi",1,0,0,0,-84.3879824,33.7489954
"282","BlaundiLyn","RT @RadioAmy: if you want a cute beanie that spreads #JOY w purchase...look no further than our #PIMPINJOY beanies!!! {currently providing…",4,0,2,2,-99.7331439,32.4487364
"286","BlueAJ41","RT @kabamur_taygeta: Time to be blunt. Her murder has been covered up for months. Many have ""disappeared"" during evacuations of recent hurr…",91,0,-2,2,-85.6023643,44.3148443
"287","bmw_free","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/LKBBeMzCOU",0,0,0,0,-123.3656444,48.4284207
"290","boltplum","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-119.4179324,36.778261
"295","boot_sheryl","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/e44I2i0OhO",0,0,0,0,-82.9290696,40.1261743
"296","botsukijitaihe","California lawmakers meet with Pence about fires https://t.co/OVWt4wlGZo",0,0,0,0,-112.0641752,33.5949539
"299","BrandiJohnsonTX","I am wrenched with pain as I see the fires that damage and devastate people of California. Our thoughts and prayers are with you all!!",0,0,-3,3,-93.9923965,29.9743803
"306","brentbisso","""Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach"" by CONOR DOUGHERTY via NYT https://t.co/YTweVD5gQr",0,0,0,0,-121.8863286,37.3382082
"308","Brian90734538","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-86.902298,32.3182314
"309","brianau","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/3EDgoxNb5l",0,0,0,0,-122.4194155,37.7749295
"311","BrianFalafal3","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",813,0,0,0,-85.7584557,38.2526647
"312","BriceRosen","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-97.7430608,30.267153
"314","Broady1Roady","RT @JoeFreedomLove: Well well well. Climate Change wasn't to blame for California fires after all! Homeless Campfire ignited fires. https:/…",30,0,2,2,-72.5778415,44.5588028
"316","brooklyncovered","NYTimes: Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach Quakes and Fires? It’s the Cost… https://t.co/BMET48j5I5",0,0,0,0,-73.9441579,40.6781784
"317","BrooksRebeccama","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach For many Californians, natural disasters… https://t.co/GA3vEybGHw",0,0,0,0,-123.0264758,49.0952155
"318","brucetroxell","RT @JeffreyWolfeMBF: A tremendous Thank You to the incredible firefighters and first responders battling the California fires. 
Photo by @L…",15,0,2,2,-77.6077865,38.204165
"320","BryantDiananp","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach For many Californians, natural disasters… https://t.co/jQ0LoynqAv",0,0,0,0,-71.2464591,46.7382265
"321","Btelfian","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-74.1409771,41.0573188
"327","bungayudanse","California lawmakers meet with Pence about fires https://t.co/1Fhu0ralYI",0,0,0,0,-93.2650108,44.977753
"328","BunkerBuster77","RT @JoeFreedomLove: Well well well. Climate Change wasn't to blame for California fires after all! Homeless Campfire ignited fires. https:/…",30,0,2,2,-95.7444749,29.7445856
"330","burishirikaiwa","Be &amp;#39;ready to GO!&amp;#39; Southern California warns residents as fires rage",0,0,-1,1,-90.0715323,29.9510658
"333","BUYDIG","Watch This Hero Saving A Bunny From Wildfire And Then Just Vanishing Into The Dark https://t.co/V7ojKSGuN5… https://t.co/mb1RAHa7tS",0,0,0,0,-95.712891,37.09024
"335","bysarahhalstead","RT @pinterventures: Buy ingredients with the Real California Milk seal, snap a pic, &amp; post it on social media with #SealsForGood &amp; @RealCal…",23,0,0,0,-79.0192997,35.7595731
"340","c1_tammy","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/oYNh2c36e5",0,0,0,0,-77.1945247,41.2033216
"342","Cady13Mark","RT @R5_Fire_News: Cache workers at both our North and South Zone California Fire Caches worked through the weekend moving supplies and equi…",30,0,1,1,-72.0497468,42.3577058
"343","Cal_Ag","RT @_PlantRight: The invasive, flammable plants making California's fires worse https://t.co/D4CBTECwWN from @KPCC #invasiveplants #CAfires",8,0,-2,2,-121.7405167,38.5449065
"344","CalCreole","Governor #JerryBrown blames the fires in Southern California on the wrath of God turns out one started by illegal c… https://t.co/Pj5GJ7eUkM",0,0,-2,2,-119.4179324,36.778261
"345","CalCreole","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-119.4179324,36.778261
"351","campamministry","CAMPaM: Helping the victims of the Los Angeles wildfires - Southern California is being ravaged by fierce wildfires… https://t.co/XEScY5Gvq6",0,0,0,0,-94.1752057,35.6809165
"355","CAPTRick74","Ocean Sciences Article of the Day - As 'Epic Winds' Drive California Fires, Climate Change Fuels the Risk (Inside C… https://t.co/yEqqKO93Pc",0,0,-1,1,-72.7703724,42.0548167
"365","carocarocjdl","RT @kabamur_taygeta: Why are holistic doctors being killed?

Where is Agenda 21 activist Deborah Tavares?  

She predicted the California f…",252,0,0,0,-76.6412712,39.0457549
"366","caroldamnit","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-82.9000751,32.1656221
"368","Carolin17951107","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-111.0937311,34.0489281
"369","carolinelv","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-97.7430608,30.267153
"373","CarraRiley","RT @InmanNews: Southern California has seen an outbreak of at least six major active fires. Here's what homeowners should do: https://t.co/…",2,0,-1,1,-105.0031457,39.9122468
"374","CarthayCircleLA","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/xYc4VdZjHu",0,0,0,0,-118.479097,34.0307517
"375","CASelf1","Damage from the Fires https://t.co/XhXpcMJ1oy",0,0,-1,1,-122.2021071,47.759038
"377","Casey2390","RT @HillaryClinton: If you don't live in an area that could be affected, read this to see how you can help those who do:
https://t.co/QTJRO…",2903,0,0,0,-111.0937311,39.3209801
"380","CaStateParksSD","RT @OldTownSD: Thank you, firefighters. Love, Southern California https://t.co/zH4ivHVP3l",2,0,2,2,-117.1610838,32.715738
"381","Catalinapby1","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",813,0,0,0,-95.712891,37.09024
"383","CatherinJasmin","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach For many Californians, natural disasters… https://t.co/wKuaAmVNR3",0,0,0,0,-80.1373174,26.1224386
"384","Caylym","6 fires burning, 8,700 firefighters, 141+k burned, 212k residents evacuated, it's overwhelming. An overwhelming fir… https://t.co/XoPYSUgf8O",0,0,-4,4,-119.7725868,36.7468422
"390","CEDRsolutions","Fires are once again blazing in CA. During this trying time, employers should keep in mind key obligations regardin… https://t.co/HC26I7hbUq",0,0,0,0,-95.712891,37.09024
"393","celiastet","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-81.1637245,33.836081
"394","CenaKabo","@realDonaldTrump Why haven't you said anything about the fires burning out if control in CA? What kind of president… https://t.co/heb5NfeY84",0,0,-1,1,-84.5037164,38.0405837
"395","cenciaden","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-74.4056612,40.0583238
"397","cfltorres","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"398","CFTpersonal","RT @LibertySeeds: Crazy homeless Mexicans are setting #California on fire and crazy  democrats like Jerry Brown was people to believe that…",2,0,-1,1,-90.0656311,30.3582506
"402","CharlesCorapd","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach For many Californians, natural disasters… https://t.co/7XNkfWyn3A",0,0,0,0,-119.4179324,36.778261
"405","CharlieEricks10","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-81.5157535,27.6648274
"408","chatta_girl","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-86.5804473,35.5174913
"413","cherry75","@Doc_Harding I've gotta take a break tonight. I'm so disgusted and heartbroken over the California fires. Jeesh.",0,1,-2,2,-111.76978,33.423551
"415","CherylF19409787","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-86.5804473,35.5174913
"421","ChipPeterson6","RT @kabamur_taygeta: Time to be blunt. Her murder has been covered up for months. Many have ""disappeared"" during evacuations of recent hurr…",91,0,-2,2,-93.6091064,41.6005448
"424","Chortling_Man","Days...Really?! I turn on my radio and bam I get a signal. Brain trust is stalling, trying to calculate what they a… https://t.co/CI2kWYkBkt",0,0,1,1,-94.5785667,39.0997265
"426","chris_perdue","Investigation into cause of recent California wildfires probes Southern California Edison's utility equipment https://t.co/7wELZphi3O",0,0,0,0,-118.2436849,34.0522342
"431","christhejourno","RT @sdut: Thank you, firefighters. Love, Southern California https://t.co/vueKIMYfyB https://t.co/039uVpqxQI",109,0,2,2,-121.4943996,38.5815719
"441","Citizen_Insane_","RT @sdut: Thank you, firefighters. Love, Southern California https://t.co/vueKIMYfyB https://t.co/039uVpqxQI",109,0,2,2,-116.419389,34.9592083
"442","citizenam1","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"443","cityofsalem","City Council meeting recap: Proclamation for monarch butterflies, IGA w/ @OregonOEM for help w/fires in California,… https://t.co/wLgjqhRi2L",1,0,0,0,-123.0350963,44.9428975
